idx,status,contact,legal_code,name
3829,폐업,02-2603-0075,서울특별시 강서구 화곡동 1024-7번지,THE좋은 동물병원
3830,폐업,02-3280-8275,서울특별시 동작구 상도동 27-12번지,유케어종합동물병원
3831,폐업,02-817-0025,서울특별시 동작구 흑석동 8-32번지,흑석동물병원
3832,폐업,3472-1188,서울특별시 동작구 사당동 708-333번지,야셀동물병원
3833,폐업,555-2272,서울특별시 강남구 대치동 그랑프리엔상가 지하1층 110호,라온펫동물의료센터
3834,폐업,549-4505,서울특별시 강남구 논현동 5-4번지,24시 신사동물병원
3835,폐업,996-8275,서울특별시 도봉구 창동 749-16번지 108호,행복한동물병원
3836,폐업,02-816-7579,서울특별시 동작구 상도1동 368번지,굿모닝동물병원
3837,폐업,02-6053-6052,서울특별시 동작구 흑석동 336번지 흑석한강푸르지오아파트 상가-B B동 B102호,동물병원스몰빌
3838,폐업,02-6368-9490,서울특별시 동작구 흑석동 271-4번지,주포드동물병원
3839,폐업,696-3196,서울특별시 강서구 화곡동 1008-30번지 14통1반 신세계아파트 102호,스누피동물병원
3840,폐업,666-8585,서울특별시 강서구 방화동 495-13번지 1통10반,공항동물병원
3841,폐업,2663-8520,서울특별시 강서구 방화동 347번지 17통3반 주공아파트 321동 301호,공항축산
3842,폐업,2601-7575,서울특별시 강서구 화곡동 1025-12번지 16통2반 원주빌라 가동 102호,발산종합동물병원
3843,폐업,659-8275,서울특별시 강서구 등촌동 663-23  번지,등촌동물병원
3844,폐업,,서울특별시 마포구 대흥동 12-66번지,이화동물병원
3845,폐업,,서울특별시 마포구 망원동 410-25  번지,박재용동물병원
3846,폐업,338-9916,서울특별시 마포구 서교동 447-2   번지,아프리카동물병원
3847,폐업,,서울특별시 마포구 서교동 461-1   번지,다솔동물병원
3848,폐업,,서울특별시 강남구 논현동 277-36번지 이안논현빌딩 제103호,늘푸른동물병원
3849,폐업,980-7141,서울특별시 강북구 미아동 70-26  번지,롯데동물병원
3850,폐업,,서울특별시 마포구 아현동,아현종합동물병원
3851,폐업,955-8477,서울특별시 도봉구 방학동 724-7번지,두남자동물병원
3852,폐업,956-3536,서울특별시 도봉구 도봉동 617-11번지 1층,(주)모리아동물생명 아야야동물병원
3853,폐업,907-1174~6,서울특별시 도봉구 창동 715-12번지 태진빌딩 1층,동물병원 WITH
3854,폐업,02-955-6530,서울특별시 도봉구 방학동 707-7번지 1층,사랑동물병원
3855,폐업,542-9273,서울특별시 강남구 삼성동 35-3번지,닥터펫동물의료센타
3856,폐업,,서울특별시 강남구 논현동 5-4번지,24시종합동물병원
3857,폐업,515-9582,서울특별시 강남구 신사동 664-10  번지 태영빌딩 101,해맑은동물병원
3858,폐업,945-0075,서울특별시 강북구 수유동 70-4   번지,다나동물병원
3859,폐업,983-9575,서울특별시 강북구 미아동 125-25  번지,홈펫동물병원
3860,폐업,,서울특별시 강남구 신사동 587-13번지 지하 1층,스마트 동물 외과 클리닉
3861,폐업,02-549-0275,서울특별시 강남구 신사동 587-13번지 1층,스마트동물병원(신사본점)
3862,폐업,3017-7582,서울특별시 강남구 도곡동 467-7번지 아카데미스위트 A동 104호,닥터그레이동물병원
3863,폐업,988-5646,서울특별시 강북구 미아동 860-74번지,미아동물병원
3864,폐업,853-7582,서울특별시 금천구 독산동 961번지 독산동,우리동물병원
3865,폐업,,서울특별시 금천구 시흥동 986번지,다사랑동물종합병원
3866,폐업,508-5575,서울특별시 강남구 대치동 994-9번지,하나동물병원
3867,폐업,515-0275,서울특별시 강남구 신사동 617-2번지,열린종합동물병원
3868,폐업,3442-7560,서울특별시 강남구 논현동 56번지,싼타힐
3869,폐업,,서울특별시 강남구 대치동 1023-3번지,세인트필립동물병원
3870,폐업,,서울특별시 강남구 대치동 987번지,프로동물병원
3871,폐업,,서울특별시 강남구 역삼동 840-7   번지 1층,나래동물병원
3872,폐업,541-7588,서울특별시 강남구 논현동 91-7번지 2층,그레이시 동물병원
3873,폐업,02-518-7500,서울특별시 강남구 논현동 142-3   번지,영동동물병원
3874,폐업,,서울특별시 강남구 삼성동 49-9   번지 1층,양현국동물병원
3875,폐업,579-2474,서울특별시 강남구 도곡동 949-2번지 도곡푸르지오 102동 103호,24시양재동물병원
3876,폐업,568-2090,서울특별시 강남구 역삼동 784번지,오래오래동물병원
3877,폐업,02-629-4819,서울특별시 강남구 청담동 124-4   번지 101호,다솜동물병원
3878,폐업,02-517-7775,서울특별시 강남구 압구정동 369-1   번지 현대2상가 109호,우리들동물병원
3879,폐업,,서울특별시 강남구 역삼동 751-7   번지,큐빌론동물병원
3880,폐업,,서울특별시 강남구 논현동 164-11  번지,아름동물병원
3881,폐업,02-3491-7514,서울특별시 도봉구 방학동 717-6번지 1층,수호천사동물병원
3882,폐업,02-545-0075,서울특별시 강남구 신사동 630-23번지,치료멍멍동물병원
3883,폐업,02-3442-5554,서울특별시 강남구 논현동 122-20  번지,퍼피앤조이동물병원
3884,폐업,02-548-5466,서울특별시 강남구 청담동 44-15번지,굿모닝 동물병원
3885,폐업,02-541-7515,서울특별시 강남구 삼성동 52번지 송전빌딩 108호,청담우리동물병원
3886,폐업,070-4300-3938,서울특별시 동작구 상도동 348-148 1층,캐나다동물병원
3887,폐업,464-2748,서울특별시 광진구 자양동 236-127번지,가람동물병원
3888,폐업,3661-8200,서울특별시 강서구 가양동 814번지 28통3반 방화5단지아파트 503동 617호,고려종합동물병원
3889,폐업,2666-7585,서울특별시 강서구 과해동 272번지,아이러브펫동물병원
3890,폐업,2667-0365,서울특별시 강서구 공항동 687-4번지 13통8반 4층,준동물병원
3891,폐업,02-512-2575,서울특별시 강남구 삼성동 51-4번지 1층,마이펫하우스동물병원
3892,폐업,34430275,서울특별시 강남구 신사동 528-3번지 덕산빌딩 203호,압구정신24동물병원
3893,폐업,,"서울특별시 강남구 논현동 277-21번지 미래빌딩 1, 2층",중앙동물메디컬센타
3894,폐업,544-5042,서울특별시 강남구 논현동 277-36번지,안세동물병원
3895,폐업,2051-0075,서울특별시 강남구 역삼동 790-9번지,디앤씨동물병원
3896,폐업,2202-3678,서울특별시 강남구 청담동 35-1번지 306호,홈케어 동물병원
3897,폐업,02-3442-5554,서울특별시 강남구 논현동 122-20번지,그레이스동물병원
3898,폐업,02-541-1966,서울특별시 강남구 신사동 630-23번지 2층,치료멍멍한방병원
3899,폐업,02-445-7582,서울특별시 강남구 수서동 747번지 삼성 아파트 상가 101호,수서동물병원
3900,폐업,02-3443-8275,서울특별시 강남구 삼성동 35-3번지,닥터펫동물병원
3901,폐업,508-7534,서울특별시 강남구 역삼동 840-7번지 다양빌 1층,나래동물병원
3902,폐업,546-2475,서울특별시 강남구 신사동 561-16번지 외 1필지 (2층),24시 페츠비동물병원
3903,폐업,02-558-6354,서울특별시 강남구 역삼동 834-8번지 2층,메디포즈 동물의료센터
3904,폐업,1644-9416,"서울특별시 강남구 역삼동 838-9번지 지하1층, 지상1,2층",봄동물병원
3905,폐업,02-488-7524,서울특별시 강동구 천호동 42번지,위즈펫동물병원 강동점
3906,폐업,3447-0379,서울특별시 강남구 청담동 86번지,한국동물영상의학센터
3907,폐업,2661-0530,서울특별시 강서구 공항동 55-241번지 18통5반 301호,송정종합동물병원
3908,폐업,694-0078,서울특별시 강서구 화곡동 1096-10  번지,그랜드동물병원
3909,폐업,3662-8661,서울특별시 강서구 염창동 718-16번지 24통7반 4층,서서울동물병원
3910,폐업,3665-1175,서울특별시 강서구 등촌동 653-20번지 9통4반,비온뒤숲속동물병원
3911,폐업,2060-0999,서울특별시 구로구 고척동 333번지 하이리빙아파트 상가 103호,캐슬동물종합병원
3912,폐업,859-7582,서울특별시 구로구 구로동 516-14번지,수 동물병원
3913,폐업,546-2476,서울특별시 강남구 신사동 561-16번지 1층,페츠비동물의료센터
3914,폐업,02-445-7579,서울특별시 강남구 세곡동 281-4번지 강남리더스프라자 202-1호,마더스동물병원
3915,폐업,02-457-0075,서울특별시 강동구 둔촌동 486-7 준영빌딩,서울동물메디컬센터
3916,폐업,336-0073,서울특별시 마포구 망원동 477-3번지 한익빌딩 1층,이황동물병원
3917,폐업,2060-0999,서울특별시 구로구 고척동 333번지 하이리빙아파트상가 1층 3호,우리동물종합병원
3918,폐업,02-989-8275,서울특별시 강북구 미아동 1341-1번지 유머빌딩 103호,수 동물병원
3919,폐업,,서울특별시 강동구 천호동 454-1   번지 이미트 B2,펫프렌즈동물병원 천호
3920,폐업,,서울특별시 강동구 상일동 457번지 3호,상일동물병원
3921,폐업,426-7509,,비타민동물병원
3922,폐업,2060-0999,서울특별시 구로구 고척동 333번지 하이리빙(아)상가 103호,캐슬동물종합병원
3923,폐업,855-7525,서울특별시 구로구 구로동 642-108번지 해원리버파크 105호,해원종합동물병원
3924,폐업,02-3491-8000,서울특별시 도봉구 방학동 680-1번지,현대종합동물병원
3925,폐업,907-7512,서울특별시 도봉구 쌍문동 262-10번지 1층,온누리동물병원
3926,폐업,955-8477,서울특별시 도봉구 방학동 724-7번지,양현철동물병원
3927,폐업,3491-7588,서울특별시 도봉구 방학동 718-7번지 ESA아파트1단지 상가 112호,동물을사랑하는사람들
3928,폐업,993-7582,서울특별시 도봉구 창동 338번지 신원리베르텔 107호,참 동물병원
3929,폐업,302-1568,서울특별시 마포구 성산동 515번지 월드컵경기장내  2층,사랑동물병원
3930,폐업,3142-7298,서울특별시 마포구 성산동 253-16번지 1층,다솔동물병원
3931,폐업,711-3375,서울특별시 마포구 염리동 164-4번지 삼부골든타워 106호,굿모닝동물병원
3932,폐업,704-1800,서울특별시 마포구 노고산동 31-2번지,신촌동물병원
3933,폐업,715-0075,서울특별시 마포구 용강동 494-68번지,프란다스동물의료센타
3934,폐업,3142-7297,서울특별시 마포구 성산동 253-18번지,다솔동물병원
3935,폐업,302-1568,서울특별시 마포구 성산동 515번지 월드컵경기장내 2층,로얄벳동물병원
3936,폐업,443-0516,서울특별시 강동구 성내동 447-3번지 정안빌딩 5층,(주)우리펫
3937,폐업,426-7722,,아프리카동물병원
3938,폐업,426-2775,,사랑해동물병원
3939,폐업,479-2275,,한나동물병원
3940,폐업,,서울특별시 강서구 화곡동 50-49번지 10통3반,화곡동물병원
3941,폐업,3665-1838,서울특별시 강서구 가양동 448-1번지 23통3반 강나루현대아파트 102동 1701호,쿨펫동물병원
3942,폐업,893-7582,서울특별시 금천구 시흥동 992-47번지,쿨펫동물병원
3943,폐업,070-8746-7582,서울특별시 금천구 독산동 989번지,보보스동물병원
3944,폐업,2666-0829,서울특별시 강서구 마곡동 751번지 103호,쪼꼬동물병원
3945,폐업,2664-8275,서울특별시 강서구 내발산동 702-16,우장산 동물의료센터
3946,폐업,2661-0530,서울특별시 강서구 공항동 현대1차(아)102-404,송정종합동물병원
3947,폐업,2661-1886,서울특별시 강서구 방화동 1178번지,이솝동물병원
3948,폐업,,서울특별시 강서구 화곡동 989-9번지 3통4반 옥탑,한사랑동물병원
3949,폐업,2664-8275,서울특별시 강서구 내발산동 678-4번지,스누피동물병원
3950,폐업,2602-3991,서울특별시 강서구 화곡동 679-2번지 10통6반 1층동,지지펫동물병원
3951,폐업,3662-8661,서울특별시 강서구 염창동 264-7   번지,서서울동물병원
3952,폐업,3663-3873,서울특별시 강서구 등촌동 23-1번지 17통6반 문래현대5차아파트 502동 1505호,비타민c동물병원
3953,폐업,2696-3196,서울특별시 강서구 화곡동 525-3번지 23통9반 라일락마을 2322동 1105호,쥬라기동물종합병원
3954,폐업,2699-3777,서울특별시 강서구 화곡동 236-21번지 26통3반 1층,곰달래동물병원
3955,폐업,2697-0052,서울특별시 강서구 내발산동 722-15  번지,한마음동물병원
3956,폐업,2663-8275,서울특별시 강서구 과해동 272번지,폭시펫동물병원
3957,폐업,2604-1495,서울특별시 강서구 화곡동 1559-6번지 24통2반 102호,베스트동물병원
3958,폐업,2665-2207,서울특별시 강서구 내발산동 860번지 10통8반 치현마을서광아파트 105동 602호,화이트동물병원
3959,폐업,2665-8256,서울특별시 강서구 방화동 839번지 9통8반 도시개발공사아파트 218동 1504호,주주24시종합동물병원
3960,폐업,,서울특별시 금천구 독산동 989번지,러브펫동물병원
3961,폐업,02-3281-7582,서울특별시 금천구 독산동 989번지,러브펫동물병원
3962,폐업,,서울특별시 강서구 공항동 844번지 17통1반 남산타운아파트 11동 502호,바이오벳
3963,폐업,3662-3533,서울특별시 강서구 등촌동 1102-19 5통8반 진성빌라 1동 302호,도그플러스 동물병원
3964,폐업,3662-1870,서울특별시 강서구 등촌동 42-23번지,호서동물의료센터
3965,폐업,2661-0530,서울특별시 강서구 공항동 610-39번지 18통8반 조은빌 301호,송정종합동물병원
3966,폐업,6082-7582,서울특별시 강서구 화곡동 679번지 7통,24시 동물병원
3967,폐업,3141-8275,서울특별시 마포구 연남동 227-2번지,연남동물병원
3968,폐업,325-7975,서울특별시 마포구 동교동 179-1번지,파티마동물병원
3969,폐업,,서울특별시 마포구 공덕동 285번지,연세종합동물병원
3970,폐업,712-6479,서울특별시 마포구 구수동 57-8번지,동물병원 가는날
3971,폐업,2619-5102,서울특별시 구로구 개봉동 62-9번지,24시 명 동물병원
3972,폐업,,서울특별시 구로구 구로동 1127-27  번지,대한동물종합병원
3973,폐업,474-4740,서울특별시 강동구 천호동 450번지,DC동물병원
3974,폐업,2617-5101,서울특별시 구로구 고척동 329번지 청솔우성(아) 1층107호,명24시동물병원
3975,폐업,2631-3263,서울특별시 구로구 구로동 636-89번지 롯데마트구로점,쿨펫동물병원
3976,폐업,861-7511,서울특별시 금천구 독산동 295-10번지,아야야동물병원
3977,폐업,853-5643,서울특별시 구로구 가리봉동 88-3   번지,갤러리아동물병원
3978,폐업,868-7585,서울특별시 구로구 구로동 413-80  번지,가교25시동물병원
3979,폐업,2060-0999,서울특별시 구로구 고척동 333번지 하이리빙(아)1층3호,우리동물종합병원
3980,폐업,6346-0075,서울특별시 구로구 신도림동 648번지 대림6차상가 109,토토동물병원
3981,폐업,,,24시 강동 우리 동물병원
3982,폐업,,서울특별시 강동구 성내동 244-2번지,강동24시 sky동물의료센터
3983,폐업,,,필립동물병원
3984,폐업,02-516-0275,서울특별시 강남구 논현동 96-9   번지,햇살가득 동물병원
3985,폐업,02-538-6121,서울특별시 강남구 대치동 937번지 롯데백화점 강남점,쿨펫동물병원
3986,폐업,,서울특별시 강남구 포이동 231-6   번지 민빌딩 2층,(주)동물의료영상쎈타
3987,폐업,905-0577,서울특별시 도봉구 쌍문동 88-115번지,영풍동물병원
3988,폐업,997-0075,서울특별시 도봉구 쌍문동 45-8번지,태일동물종합병원
3989,폐업,02-426-2775,서울특별시 강동구 암사동 414-18번지 212호,사랑해동물병원
3990,폐업,993-7581,서울특별시 도봉구 창동 700-33번지,창동애견종합동물병원
3991,폐업,955-8400,서울특별시 도봉구 도봉동 562-26번지,도담동물병원
3992,폐업,02-3442-0856,서울특별시 강남구 논현동 122-20  번지,퍼피앤조이 동물병원
3993,폐업,,서울특별시 강남구 논현동 70-6   번지 1층,으뜸 동물병원
3994,폐업,02-2619-5102,서울특별시 구로구 개봉동 62-9번지 2층,24시 명동물병원
3995,폐업,28685477,서울특별시 구로구 궁동 286번지,북극곰동물병원
3996,폐업,,서울특별시 구로구 고척동 76-41번지 2001아울렛 5층,쿨펫동물병원고척점
3997,폐업,,서울특별시 구로구 신도림동 337번지 홈에버 신도림점 지하2층,쿨펫동물병원
3998,폐업,,서울특별시 구로구 고척동 76-41  번지 2001아울렛구로점 5층,쿨펫동물병원(2001아울렛구로점)
3999,폐업,,서울특별시 구로구 고척동 76-41  번지,쿨펫동물병원(2001아울렛 구로점)
4000,폐업,6678-8775,서울특별시 구로구 구로동 501번지 나인스에비뉴 지하1층 커뮤니티죤,쿨펫동물병원
4001,폐업,,서울특별시 금천구 시흥동 271-18  번지,벽산종합동물병원
4002,폐업,02-3663-1275,서울특별시 강서구 내발산동 677-9번지,힐링캠프 동물병원
4003,폐업,02-6116-1775,서울특별시 강서구 방화동 19통1반 비잔티움 상동 이스트타워 2504호,펫가든 동물병원
4004,폐업,,서울특별시 강서구 등촌동 20통5반 우림보보카운티뷰 814호,올케어동물영상센터
4005,폐업,02-3664-0990,서울특별시 강서구 가양동 1474번지 대림경동아파트 상가동 111호,25시 도토리동물병원
4006,폐업,02-3453-7582,서울특별시 강남구 대치동 1023-7   번지,윤신근박사애견종합병원
4007,폐업,02-538-6121,서울특별시 강남구 대치동 937번지 롯데백화점 1층,쿨 펫 동물병원 강남점
4008,폐업,309-4511,서울특별시 마포구 성산동 94-4번지,캣츠앤독스 동물병원
4009,폐업,02-804-9494,서울특별시 금천구 시흥동 271-18번지,벽산종합동물병원
4010,폐업,02)894-0915,서울특별시 금천구 시흥동 852-29번지 (지상1층),법원단지동물병원
4011,폐업,,서울특별시 금천구 가산동 152-6   번지,연종합동물병원
4012,폐업,,서울특별시 금천구 시흥동 852-29번지,법원단지동물병원
4013,폐업,,서울특별시 금천구 시흥동 882-54  번지,시흥가축병원
4014,폐업,,서울특별시 강동구 둔촌동 517-4   번지,해피랜드동물병원
4015,폐업,484-5252,서울특별시 강동구 성내동 509-5  번지,성내동물병원
4016,폐업,3663-1275,서울특별시 강서구 공항동 20통5반,다솔동물병원
4017,폐업,6116-1775,서울특별시 강서구 방화동 467번지 41통8반 타워팰리스아파트 C동 5306호,위즈펫동물병원 김포공항점
4018,폐업,3662-8661,서울특별시 강서구 염창동 246-10번지,서서울동물병원
4019,폐업,02-2666-2611,서울특별시 강서구 내발산동 750-202,보다듬 동물병원
4020,폐업,868-7585,서울특별시 구로구 구로동 413-80번지,구로종합동물병원
4021,폐업,02-3662-5675,서울특별시 강서구 마곡동 776-4번지 엠코지니어스타,마곡숲동물병원
4022,폐업,,"서울특별시 강동구 암사동 414-18번지 롯데캐슬퍼스트상가 212, 213호",사랑해동물병원
4023,폐업,302-1568,서울특별시 마포구 성산동 515번지 월드컵경기장내 2층,사랑동물병원
4024,폐업,375-1963,서울특별시 마포구 성산동 200-24  번지,와우동물병원
4025,폐업,302-1568,서울특별시 마포구 성산동 515번지 월드컵경기장내 2층,사랑동물병원
4026,폐업,868-9192,서울특별시 구로구 구로동 685-124번지 중앙하이츠상가 118호,구일동물병원
4027,폐업,816-7582,서울특별시 동작구 노량진동 45-5   번지,디아크동물종합병원
4028,폐업,02-522-2656,서울특별시 동작구 사당동 1003-27번지 43통3반,나라동물병원
4029,폐업,02-558-7975,서울특별시 강남구 대치동 890-54번지 풍림아이원레몬 106호,루이스동물병원
4030,폐업,02-501-8275,서울특별시 강남구 대치동 941-24번지 1층,베스트동물병원
4031,폐업,02-538-6121,서울특별시 강남구 대치동 937번지 롯데백화점 1층,쿨펫동물병원
4032,폐업,508-5575,서울특별시 강남구 대치동 994-9번지 백암빌딩 103호,하나동물병원
4033,폐업,02-3445-7582,서울특별시 강남구 논현동 191-12번지 동림빌딩 3층,충현동물심장진료센터
4034,폐업,023666-0204,,드림동물병원
4035,폐업,546-2475,서울특별시 강남구 신사동 561-16번지 외1(2층),24시 페츠비동물병원
4036,폐업,02-566-5852,서울특별시 강남구 역삼동 834-45번지,현진우 동물병원
4037,폐업,2202-3678,서울특별시 강남구 역삼동 604-6번지 1층,알프스동물병원
4038,폐업,3446-7593,서울특별시 강남구 삼성동 35-3   번지,닥터펫동물병원
4039,폐업,556-6125,서울특별시 강남구 대치동 988-1번지,이리온 동물의료원-대치점
4040,폐업,,서울특별시 강남구 신사동 661번지,명가동물병원
4041,폐업,02-501-0577,서울특별시 강남구 역삼동 659-8번지,프렌즈동물병원
4042,폐업,02-822-3459,서울특별시 동작구 상도동 210-124번지 지하1층,종합동물병원 Pet Together
4043,폐업,816-7579,서울특별시 동작구 상도1동 368번지,굿모닝동물병원
4044,폐업,821-3181,서울특별시 동작구 대방동 501번지 대림쇼핑센타  204호,쿠키동물병원
4045,폐업,833-7554,서울특별시 동작구 신대방동 707번지 현대상가 B동 105호,유석동물병원
4046,폐업,813-9619,서울특별시 동작구 상도동 370-12  번지,인동물병원
4047,폐업,823-9008,서울특별시 동작구 대방동 400-5번지,신대방동물병원
4048,폐업,587-5618,서울특별시 동작구 사당동 224-24번지,원동물병원
4049,폐업,813-5999,서울특별시 동작구 대방동 342-5번지,플로리다 종합동물병원
4050,폐업,592-8875,서울특별시 동작구 사당동 162-96번지,정금동물병원
4051,폐업,813-7579,서울특별시 동작구 대방동 405-8번지,피닉스동물병원
4052,폐업,02-813-5999,서울특별시 동작구 대방동 342-5,강남동물병원
4053,폐업,02-596-8275,서울특별시 동작구 사당동 708-401번지,다래동물병원
4054,폐업,569-7582,서울특별시 강남구 대치동 921번지 오성빌딩 101호,24시 OK동물병원
4055,폐업,02-822-7582,서울특별시 동작구 상도동 242-62번지 102호,마야네동물병원
4056,폐업,821-3181,서울특별시 동작구 대방동 501-0번지 대림쇼핑센터204호,쿠키동물병원
4057,폐업,2616-9119,서울특별시 구로구 개봉동 170-33  번지,케이나인동물병원구로점
4058,폐업,6678-8775,서울특별시 구로구 구로동 501번지 나인스에비뉴 지하1층 커뮤니티죤,쿨펫동물병원
4059,폐업,572-9975,서울특별시 강남구 개포동 168-8번지,개포베스트동물병원
4060,폐업,,서울특별시 강남구 수서동 747번지 삼성(아)상가 101동 4호,수서동물병원
4061,폐업,,서울특별시 강남구 역삼동 732-26번지,위너스 동물병원
4062,폐업,,서울특별시 강남구 도곡동 467-24번지 우성캐릭터119 상가128호,애니파크동물병원
4063,폐업,,서울특별시 강남구 신사동 664-2   번지 2층,메리야사랑해동물병원
4064,폐업,,서울특별시 강남구 청담동 134-20번지 삼익아파트상가 149호,SIC동물병원
4065,폐업,501-8275,서울특별시 강남구 대치동 1201-8번지,대치베스트
4066,폐업,518-7500,서울특별시 강남구 논현동 142-3번지,영동동물병원
4067,폐업,565-5791,서울특별시 강남구 대치동 922-2번지 제1층 101호,21세기종합동물병원
4068,폐업,546-2999,서울특별시 강남구 논현동 187-3,카디오 동물의료병원
4069,폐업,508-5575,서울특별시 강남구 대치동 994-9번지,하나동물병원
4070,폐업,554-8875,서울특별시 강남구 역삼동 761-18번지 강남프라자 105호,도곡종합동물병원
4071,폐업,979-4490,서울특별시 노원구 공릉동 597-34번지,공릉동물병원
4072,폐업,569-7582,서울특별시 강남구 대치동 921번지 오성빌딩 1층 101호,24시 OK 동물병원
4073,폐업,972-5575,서울특별시 노원구 공릉동 223-12번지,사랑동물병원
4074,폐업,,서울특별시 노원구 상계동 374-2번지,시티펫종합동물병원
4075,폐업,979-4490,서울특별시 노원구 공릉동 597-34번지,혜원동물병원
4076,폐업,974-5875,서울특별시 노원구 공릉동 345-7번지,라라Q동물병원
4077,폐업,,서울특별시 노원구 상계동 169-31번지,노원동물병원
4078,폐업,951-7582,서울특별시 노원구 상계동 749-10번지,한빛종합동물병원
4079,폐업,547-4426,서울특별시 강남구 삼성동 65번지 106호,마이펫 하우스 동물병원
4080,폐업,549-5973,서울특별시 강남구 청담동 91-10번지 1층,닥터신 동물병원
4081,폐업,952-6426,서울특별시 노원구 중계동 359-15번지 조은빌딩104호,LK동물병원
4082,폐업,,서울특별시 노원구 상계동 140-111번지,준동물병원
4083,폐업,971-7575,서울특별시 노원구 공릉동 398-5번지,리치동물병원
4084,폐업,579-7582,서울특별시 강남구 도곡동 476-24  번지 우성캐릭터199 129호,기찬동물병원
4085,폐업,517-7775,서울특별시 강남구 압구정동 369-1   번지 현대2상가,우리들동물병원
4086,폐업,518-7500,서울특별시 강남구 논현동 142-3   번지,영동동물병원
4087,폐업,544-1672,서울특별시 강남구 청담동 125-19번지,파랑새청담종합동물병원
4088,폐업,917-7582,서울특별시 성북구 상월곡동 57-3,보람동물병원
4089,폐업,794-7588,서울특별시 용산구 보광동 265-961번지,성심동물병원
4090,폐업,710-1021,서울특별시 용산구 한남동 653-26  번지,펫토이동물병원
4091,폐업,713-0075,서울특별시 용산구 원효로2가 4-45  번지,퍼피119동물병원
4092,폐업,794-7588,서울특별시 용산구 보광동 265-961번지,성심동물병원
4093,폐업,796-5008,서울특별시 용산구 이태원동 226-7번지,갤러리동물병원
4094,폐업,794-4945,서울특별시 용산구 이태원동 531번지,이태원동물병원
4095,폐업,2012-1256,"서울특별시 용산구 한강로3가 40-999번지 (지하2층, 이마트내)",펫프렌즈동물병원
4096,폐업,795-8608,서울특별시 용산구 이촌동 301-151번지 로얄상가106호,구림동물병원
4097,폐업,792-5455,서울특별시 용산구 이촌동 300-26  번지 한강아파트상가 21동 106호,이상윤동물병원
4098,폐업,797-2254,서울특별시 용산구 이태원동 226-7번지,갤러리동물병원
4099,폐업,3789-0075,서울특별시 용산구 후암동 415-37번지 블럭,후암동물병원
4100,폐업,02-2012-3875,서울특별시 용산구 한강로3가 40-999번지 용산아이파크몰 4층,쿨펫동물병원
4101,폐업,,서울특별시 용산구 이촌동 301162번지 현대상가 라 동,칼라'S종합동물병원
4102,폐업,790-2344,서울특별시 용산구 이촌동 301-162 번지 현대상가 라동,칼리'S 동물병원
4103,폐업,795-2184,서울특별시 용산구 한남동 653-26  번지,펫토이 동물병원
4104,폐업,2012-1256,서울특별시 용산구 한강로3가 40-999번지 (지하2층),펫프렌즈동물병원용산점
4105,폐업,,서울특별시 용산구 이태원동 226-7번지,갤러리동물병원
4106,폐업,794-7588,서울특별시 용산구 보광동 265-961번지,성심동물병원
4107,폐업,6375-8275,서울특별시 용산구 한남동 72-1번지 한남리첸시아 비동 117호,한스동물병원
4108,폐업,790-9808,서울특별시 용산구 보광동 80-11번지,보광동물병원
4109,폐업,796-1021,서울특별시 용산구 한남동 653-26  번지,펫토이동물병원
4110,폐업,749-8275,서울특별시 용산구 용산동2가 45-7   번지,한사랑동물병원
4111,폐업,749-1433,서울특별시 용산구 한남동 29-14  번지,세하동물병원
4112,폐업,724-4882,서울특별시 용산구 원효로1가 23-3   번지,용마종합동물병원
4113,폐업,790-0475,서울특별시 용산구 이태원동 662번지,ANYPET동물병원
4114,폐업,2012-3875,서울특별시 용산구 한강로3가 40-999번지 2통5반 아이파크몰 패션관,러브펫동물병원
4115,폐업,2012-1256,서울특별시 용산구 한강로3가 40-999번지 지하2층,펫프렌즈동물병원용산점
4116,폐업,790-9775,서울특별시 용산구 이태원동 64-56번지,심 동물병원
4117,폐업,02-2012-1256,서울특별시 용산구 한강로3가 40-999번지,펫세상 동물병원
4118,폐업,2012-3875,서울특별시 용산구 한강로3가 40-999번지 아이파크몰 문화과4층,쿨펫동물병원
4119,폐업,2012-3875,서울특별시 용산구 한강로3가 40-999번지 아이파크몰 문화관 4층,쿨펫동물병원
4120,폐업,02-790-2344,서울특별시 용산구 이촌동 301-162 번지 현대상가 라-102,칼리스 동물병원
4121,폐업,706-7975,서울특별시 용산구 산천동 93-1번지,차오름동물병원
4122,폐업,02-792-5455,서울특별시 용산구 이촌동 300-23번지,이상윤동물병원
4123,폐업,797-5300,서울특별시 용산구 이촌동 300-26번지 한강맨션 21동106-1호,이촌종합동물병원
4124,폐업,790-2344,서울특별시 용산구 이촌동 301-162번지 현대상가 라동 102호,칼리스동물병원
4125,폐업,796-5008,서울특별시 용산구 이태원동 226-7번지 불럭,갤러리동물병원
4126,폐업,754-4978,서울특별시 용산구 후암동 216번지,이수의과의원
4127,폐업,792-7602,서울특별시 용산구 이태원동 21-1   번지,청화동물병원
4128,폐업,,,위즈펫동물병원 잠실점
4129,폐업,,,KAVSC동물병원
4130,폐업,02-443-7533,,오금동물병원
4131,폐업,430-5353,서울특별시 송파구 오금동 41-23번지 지상1층,이솝 동물병원
4132,폐업,070-8126-7582,서울특별시 영등포구 양평동5가 76번지 양평동한신아파트,사랑의 동물병원
4133,폐업,3144-7582,서울특별시 서대문구 연희동 135-9   번지,A+ 동물병원
